RIPARTIZIONE;COD_NUTS2_2010;COD_NUTS3_2010;COD_REG;COD_PRO;COD_ISTAT;PRO_COM;PRO_COM_103;PRO_COM_107;CODICE_CATASTALE;NOME;COD_SLL_2011;NOME_SLL_2011;CAPOL_SLL_2011;SUPERFICIE (in KMQ);POP_2001;POP_2011;SEZ2011;INDIRIZZO;X_ED50_32N;Y_ED50_32N;X_WGS84_32N;Y_WGS84_32N;ALTITUDINE_MINIMA;ALTITUDINE_MASSIMA
Nord-ovest;ITC1;ITC11;1;1;1001001;1001;1001;1001;A074;Agliè;104;RIVAROLO CANAVESE;0;13,1464;2574;2644;10010000001;Via Principe Tommaso,21;403644,8723;5024260,2998;403562,438893281;5024061,97160736;279;521
Nord-ovest;ITC1;ITC11;1;1;1001002;1002;1002;1002;A109;Airasca;103;PINEROLO;0;15,7395;3554;3819;10020000002;Via Roma,118;380459,5991;4975032,7449;380377,353416463;4974834,78085748;248;273
Nord-ovest;ITC1;ITC11;1;1;1001003;1003;1003;1003;A117;Ala di Stura;106;TORINO;0;46,3322;479;462;10030000001;Piazza Centrale,22;367173,272;5019552,9187;367091,111478418;5019354,61495373;837;2920
Nord-ovest;ITC1;ITC11;1;1;1001004;1004;1004;1004;A157;Albiano d'Ivrea;102;IVREA;0;11,7316;1696;1791;10040000002;Corso Vittorio Emanuele,54;417886,6379;5031887,7232;417804,097034412;5031689,34144282;221;278
Nord-ovest;ITC1;ITC11;1;1;1001005;1005;1005;1005;A199;Alice Superiore;102;IVREA;0;7,3797;616;701;10050000001;Piazza Adriano Olivetti,1;404467,4487;5034988,8388;404385,006633539;5034790,43086781;345;1836
Nord-ovest;ITC1;ITC11;1;1;1001006;1006;1006;1006;A218;Almese;106;TORINO;0;17,8759;5658;6303;10060000003;Piazza Martiri della Libertà,48;373857,1796;4997472,2725;373774,97652634;4997274,13668041;329;1314
Nord-ovest;ITC1;ITC11;1;1;1001007;1007;1007;1007;A221;Alpette;104;RIVAROLO CANAVESE;0;5,6262;300;277;10070000001;Via Senta,22;388856,0083;5029676,8673;388773,683427692;5029478,4948437;468;1650
Nord-ovest;ITC1;ITC11;1;1;1001008;1008;1008;1008;A222;Alpignano;106;TORINO;0;11,9195;16648;16893;10080000002;Viale della Vittoria,14;383963,2808;4994702,2592;383881,002694302;4994504,14739129;299;377
Nord-ovest;ITC1;ITC11;1;1;1001009;1009;1009;1009;A275;Andezeno;101;CHIERI;0;7,4861;1705;1966;10090000003;Piazza Italia,3;411072,7209;4987753,2715;410990,240592396;4987555,21931407;266;377
Nord-ovest;ITC1;ITC11;1;1;1001010;1010;1010;1010;A282;Andrate;102;IVREA;0;9,3087;476;512;10100000001;Via della Parrocchia,18;412143,4733;5042464,0826;412060,972565763;5042265,62095223;587;2206
Nord-ovest;ITC1;ITC11;1;1;1001011;1011;1011;1011;A295;Angrogna;103;PINEROLO;0;38,8788;777;870;10110000001;Piazza Roma,1;359748,4033;4967291,5414;359666,317056179;4967093,629209;524;2765
Nord-ovest;ITC1;ITC11;1;1;1001012;1012;1012;1012;A405;Arignano;101;CHIERI;0;8,167;898;1039;10120000001;Via Gino Lisa,20;413644,7597;4988625,4377;413562,259908328;4988427,37952487;267;350
Nord-ovest;ITC1;ITC11;1;1;1001013;1013;1013;1013;A518;Avigliana;106;TORINO;0;23,2175;11070;12129;10130000001;Piazza Conte Rosso,7;373862,5706;4993215,1015;373780,368762809;4993016,997806;324;977
Nord-ovest;ITC1;ITC11;1;1;1001014;1014;1014;1014;A525;Azeglio;102;IVREA;0;9,9607;1274;1347;10140000001;Piazza Massimo d'Azeglio,2;421442,8799;5030838,7343;421360,312752405;5030640,36113972;222;328
Nord-ovest;ITC1;ITC11;1;1;1001015;1015;1015;1015;A584;Bairo;104;RIVAROLO CANAVESE;0;7,086;788;816;10150000001;Piazza Comunale,2;402769,1407;5026809,1358;402686,713241029;5026610,78843026;300;423
Nord-ovest;ITC1;ITC11;1;1;1001016;1016;1016;1016;A587;Balangero;106;TORINO;0;13,0065;3048;3161;10160000005;Viale Giuseppe Copperi,16;383930,7877;5014212,6505;383848,503955547;5014014,39208669;386;866
Nord-ovest;ITC1;ITC11;1;1;1001017;1017;1017;1017;A590;Baldissero Canavese;104;RIVAROLO CANAVESE;0;4,5065;513;534;10170000001;Via Monte Grappa,23;401831,0632;5029285,5394;401748,642071178;5029087,17333994;324;568
Nord-ovest;ITC1;ITC11;1;1;1001018;1018;1018;1018;A591;Baldissero Torinese;101;CHIERI;0;15,4057;3244;3783;10180000001;Piazza Umberto I,7;407018,5806;4991429,2453;406936,129955785;4991231,1644439;311;667
Nord-ovest;ITC1;ITC11;1;1;1001019;1019;1019;1019;A599;Balme;106;TORINO;0;62,7114;101;95;10190000001;Via Capoluogo,139;360398,5712;5018274,6663;360316,461622408;5018076,36983778;1294;3654
Nord-ovest;ITC1;ITC11;1;1;1001020;1020;1020;1020;A607;Banchette;102;IVREA;0;2,0289;3427;3280;10200000002;Via Roma,59;410687,6758;5034981,3306;410605,187616029;5034782,92419789;230;282
Nord-ovest;ITC1;ITC11;1;1;1001021;1021;1021;1021;A625;Barbania;104;RIVAROLO CANAVESE;0;12,8029;1479;1623;10210000002;Via Andreis,4;392692,5655;5016332,5782;392610,215754871;5016134,3063956;271;442
Nord-ovest;ITC1;ITC11;1;1;1001022;1022;1022;1022;A651;Bardonecchia;105;SUSA;0;132,2049;3038;3212;10220000016;Piazza Alcide De Gasperi,1;319354,3019;4994397,079;319272,509218866;4994198,94475983;1176;3490
Nord-ovest;ITC1;ITC11;1;1;1001023;1023;1023;1023;A673;Barone Canavese;102;IVREA;0;3,9864;588;599;10230000001;Piazza Comunale,1;411574,028;5020176,3147;411491,536585135;5019978,01885992;271;406
Nord-ovest;ITC1;ITC11;1;1;1001024;1024;1024;1024;A734;Beinasco;106;TORINO;0;6,7344;18198;18104;10240000001;Piazza Vittorio Alfieri,12;388141,2343;4986583,0784;388058,927098001;4986385,02910348;240;267
Nord-ovest;ITC1;ITC11;1;1;1001025;1025;1025;1025;A853;Bibiana;103;PINEROLO;0;18,5982;2856;3376;10250000002;Via Camillo Benso Conte di Cavour,2;364817,1674;4962085,0264;364735,044579304;4961887,15571889;323;1230
Nord-ovest;ITC1;ITC11;1;1;1001026;1026;1026;1026;A910;Bobbio Pellice;103;PINEROLO;0;94,0834;598;566;10260000002;Piazza Caduti Per La Libertà,7;351248,5516;4963510,2637;351166,531342475;4963312,37710146;694;3100
Nord-ovest;ITC1;ITC11;1;1;1001027;1027;1027;1027;A941;Bollengo;102;IVREA;0;14,2236;1997;2112;10270000001;Piazza Statuto,1;417647,2352;5036275,9138;417564,695146981;5036077,49932821;230;675
Nord-ovest;ITC1;ITC11;1;1;1001028;1028;1028;1028;A990;Borgaro Torinese;106;TORINO;0;11,18;12757;11723;10280000005;Piazza Vittorio Veneto,12;394583,9651;5000908,2007;394501,605493471;5000710,04521303;223;270
Nord-ovest;ITC1;ITC11;1;1;1001029;1029;1029;1029;B003;Borgiallo;104;RIVAROLO CANAVESE;0;6,9649;496;550;10290000001;Via G. Cigliana,1;395843,6317;5030316,3694;395761,254671876;5030117,99414668;396;2226
Nord-ovest;ITC1;ITC11;1;1;1001030;1030;1030;1030;B015;Borgofranco d'Ivrea;102;IVREA;0;13,4191;3631;3643;10300000003;Via Mombarone,3;410923,1064;5040773,6304;410840,615143326;5040575,18102315;239;849
Nord-ovest;ITC1;ITC11;1;1;1001031;1031;1031;1031;B021;Borgomasino;102;IVREA;0;12,3713;784;835;10310000002;Via Torino,4;420887,3703;5023811,0635;420804,808664367;5023612,74262693;214;450
Nord-ovest;ITC1;ITC11;1;1;1001032;1032;1032;1032;B024;Borgone Susa;106;TORINO;0;4,9617;2227;2320;10320000002;Piazza Montabone,1;361760,1709;4998332,5703;361678,058251099;4998134,42393436;357;643
Nord-ovest;ITC1;ITC11;1;1;1001033;1033;1033;1033;B075;Bosconero;104;RIVAROLO CANAVESE;0;10,9192;2927;3056;10330000002;Piazza Martiri;403206,866;5013725,1384;403124,438519347;5013526,88885435;215;261
Nord-ovest;ITC1;ITC11;1;1;1001034;1034;1034;1034;B121;Brandizzo;106;TORINO;0;6,2915;7430;8402;10340000002;Via Torino,121;409055,6612;5003536,6168;408973,192390658;5003338,4452034;182;196
Nord-ovest;ITC1;ITC11;1;1;1001035;1035;1035;1035;B171;Bricherasio;103;PINEROLO;0;22,7588;4020;4517;10350000001;Piazza Santa Maria,11;365918,3682;4965173,8514;365836,235906634;4964975,95751632;330;1117
Nord-ovest;ITC1;ITC11;1;1;1001036;1036;1036;1036;B205;Brosso;102;IVREA;0;11,1351;474;460;10360000001;Piazza Sclopis,1;406578,9313;5038587,0162;406496,472698677;5038388,58214233;415;1949
Nord-ovest;ITC1;ITC11;1;1;1001037;1037;1037;1037;B209;Brozolo;106;TORINO;0;8,9505;435;471;10370000001;Via Grisoglio,67;427034,803;4996611,9462;426952,200827662;4996413,83053616;221;434
Nord-ovest;ITC1;ITC11;1;1;1001038;1038;1038;1038;B216;Bruino;106;TORINO;0;5,5702;7308;8479;10380000001;Piazza Municipio,3;379355,3602;4986538,0888;379273,119162207;4986340,0372426;281;325
Nord-ovest;ITC1;ITC11;1;1;1001039;1039;1039;1039;B225;Brusasco;106;TORINO;0;14,3594;1664;1726;10390000002;Piazza San Pietro,1;426204,8897;5000903,0874;426122,292854828;5000704,9392289;153;404
Nord-ovest;ITC1;ITC11;1;1;1001040;1040;1040;1040;B232;Bruzolo;106;TORINO;0;12,56;1337;1545;10400000001;Piazza Martiri della Libertà,1;358094,7471;5000634,6959;358012,661080054;5000436,53079428;406;2646
Nord-ovest;ITC1;ITC11;1;1;1001041;1041;1041;1041;B278;Buriasco;103;PINEROLO;0;14,6871;1304;1405;10410000001;Via Generale Da Bormida;374641,917;4970306,9082;374559,716837113;4970108,97822373;272;322
Nord-ovest;ITC1;ITC11;1;1;1001042;1042;1042;1042;B279;Burolo;102;IVREA;0;5,4761;1349;1228;10420000001;Via Asilo,38;416624,1635;5037485,3184;416541,630683664;5037286,89472866;231;702
Nord-ovest;ITC1;ITC11;1;1;1001043;1043;1043;1043;B284;Busano;104;RIVAROLO CANAVESE;0;5,0592;1367;1588;10430000002;Via Fratelli Chiapetto,5;394742,2794;5020558,1974;394659,9132514;5020359,89464087;280;333
Nord-ovest;ITC1;ITC11;1;1;1001044;1044;1044;1044;B297;Bussoleno;105;SUSA;0;37,0666;6457;6363;10440000002;Piazza Camillo Benso Conte di Cavour,1;354568,8821;5000064,7812;354486,822767922;4999866,61906217;422;2825
Nord-ovest;ITC1;ITC11;1;1;1001045;1045;1045;1045;B305;Buttigliera Alta;106;TORINO;0;8,0974;6541;6386;10450000007;Via Reano,3;377020,3529;4991781,673;376938,127868862;4991583,58107441;331;537
Nord-ovest;ITC1;ITC11;1;1;1001046;1046;1046;1046;B350;Cafasse;106;TORINO;0;10,2313;3516;3511;10460000001;Piazza Vittorio Veneto,1;383786,0693;5011401,6536;383703,787450139;5011203,41618921;375;1211
Nord-ovest;ITC1;ITC11;1;1;1001047;1047;1047;1047;B435;Caluso;102;IVREA;0;39,4931;7132;7483;10470000004;Piazza Valperga,2;413185,3442;5017946,7885;413102,841267426;5017748,50975548;217;351
Nord-ovest;ITC1;ITC11;1;1;1001048;1048;1048;1048;B462;Cambiano;101;CHIERI;0;14,1316;5799;6215;10480000001;Piazza Vittorio Veneto,9;403830,1155;4980924,8364;403747,691530106;4980726,83424397;224;309
Nord-ovest;ITC1;ITC11;1;1;1001049;1049;1049;1049;B512;Campiglione Fenile;103;PINEROLO;0;11,0865;1284;1382;10490000001;Piazza Marchese di San Germano,5;367615,7687;4962531,7694;367533,624392666;4962333,89617018;323;419
Nord-ovest;ITC1;ITC11;1;1;1001050;1050;1050;1050;B588;Candia Canavese;102;IVREA;0;9,1319;1302;1286;10500000001;Via Roma,12;412832,9567;5020207,9596;412750,455942352;5020009,66394239;223;427
Nord-ovest;ITC1;ITC11;1;1;1001051;1051;1051;1051;B592;Candiolo;106;TORINO;0;11,8501;5113;5566;10510000014;Via Ugo Foscolo,4;389760,1463;4979686,087;389677,828863477;4979488,09042476;223;258
Nord-ovest;ITC1;ITC11;1;1;1001052;1052;1052;1052;B605;Canischio;104;RIVAROLO CANAVESE;0;11,9506;274;294;10520000001;Frazione Mezzavilla,7 Bis;390087,5047;5025694,98;390005,17183003;5025496,63750686;497;1661
Nord-ovest;ITC1;ITC11;1;1;1001053;1053;1053;1053;B628;Cantalupa;103;PINEROLO;0;11,1954;2073;2527;10530000001;Via Chiesa,43;368529,3884;4977869,9168;368447,232013597;4977671,9272814;346;1343
Nord-ovest;ITC1;ITC11;1;1;1001054;1054;1054;1054;B637;Cantoira;106;TORINO;0;23,0322;544;554;10540000004;Via della Chiesa,28;373297,8185;5022552,8068;373215,611425631;5022354,4826997;717;2336
Nord-ovest;ITC1;ITC11;1;1;1001055;1055;1055;1055;B705;Caprie;106;TORINO;0;16,408;1883;2116;10550000001;Piazza Giacomo Matteotti,3;368927,9521;4997594,4825;368845,785880937;4997396,34414794;347;1811
Nord-ovest;ITC1;ITC11;1;1;1001056;1056;1056;1056;B733;Caravino;102;IVREA;0;11,5372;1008;995;10560000002;Via Capitano Saudino,6;418701,7364;5027956,1058;418619,190227371;5027757,75351287;218;456
Nord-ovest;ITC1;ITC11;1;1;1001057;1057;1057;1057;B762;Carema;102;IVREA;0;10,2562;770;772;10570000001;Piazza della Chiesa,2;407430,5546;5048762,9268;407348,087270057;5048564,41743841;277;2054
Nord-ovest;ITC1;ITC11;1;1;1001058;1058;1058;1058;B777;Carignano;120;SAVIGLIANO;0;50,6797;8647;9156;10580000001;Via Sebastiano Frichieri,13;395509,7189;4973633,7433;395427,359712239;4973435,79419958;227;243
Nord-ovest;ITC1;ITC11;1;1;1001059;1059;1059;1059;B791;Carmagnola;120;SAVIGLIANO;0;95,7163;24911;28563;10590000001;Piazza Alessandro Manzoni,10;398784,2183;4966901,1967;398701,836124506;4966703,29972429;229;274
Nord-ovest;ITC1;ITC11;1;1;1001060;1060;1060;1060;B867;Casalborgone;106;TORINO;0;20,1253;1704;1820;10600000003;Piazza Carlo Bruna,18;416762,0475;4998131,9343;416679,522144071;4997933,80514619;187;562
Nord-ovest;ITC1;ITC11;1;1;1001061;1061;1061;1061;B953;Cascinette d'Ivrea;102;IVREA;0;2,1726;1449;1491;10610000002;Piazza del Municipio,1;414477,5586;5036884,6844;414395,041874785;5036686,2646581;228;298
Nord-ovest;ITC1;ITC11;1;1;1001062;1062;1062;1062;B955;Caselette;106;TORINO;0;14,3138;2643;2931;10620000002;Via Alpignano,48;380756,1901;4996029,7155;380673,935720131;4995831,59273428;310;1137
Nord-ovest;ITC1;ITC11;1;1;1001063;1063;1063;1063;B960;Caselle Torinese;106;TORINO;0;23,58;15857;13389;10630000005;Piazza Europa,2;393867,6579;5003718,5476;393785,302929115;5003520,3708285;222;305
Nord-ovest;ITC1;ITC11;1;1;1001064;1064;1064;1064;C045;Castagneto Po;106;TORINO;0;11,4734;1425;1791;10640000001;Corso Italia,19;412605,6001;5001592,8719;412523,105206046;5001394,7157042;165;585
Nord-ovest;ITC1;ITC11;1;1;1001065;1065;1065;1065;C048;Castagnole Piemonte;106;TORINO;0;17,2798;1875;2193;10650000002;Via Roma,2;386905,8796;4972885,782;386823,585813471;4972687,8361545;240;246
Nord-ovest;ITC1;ITC11;1;1;1001066;1066;1066;1066;C133;Castellamonte;104;RIVAROLO CANAVESE;0;38,7069;8979;9917;10660000002;Piazza Martiri della Libertà,28;399080,4576;5026543,3925;398998,057586079;5026345,04610017;275;2015
Nord-ovest;ITC1;ITC11;1;1;1001067;1067;1067;1067;C241;Castelnuovo Nigra;104;RIVAROLO CANAVESE;0;28,376;440;417;10670000001;Via Delle Scuole,13;398022,9215;5032559,8128;397940,527808571;5032361,42129036;392;2551
Nord-ovest;ITC1;ITC11;1;1;1001068;1068;1068;1068;C307;Castiglione Torinese;106;TORINO;0;14,1348;5480;6363;10680000001;Strada San Giuseppe Benedetto Cottolengo,12;406972,9034;4997528,4835;406890,451749157;4997330,35664743;196;535
Nord-ovest;ITC1;ITC11;1;1;1001069;1069;1069;1069;C369;Cavagnolo;106;TORINO;0;12,3287;2281;2309;10690000003;Via Cristoforo Colombo,168;425509,3933;5000480,0536;425426,801811148;5000281,90850046;158;459
Nord-ovest;ITC1;ITC11;1;1;1001070;1070;1070;1070;C404;Cavour;103;PINEROLO;0;48,9599;5283;5568;10700000001;Piazza Alfredo Sforzini,1;371545,2891;4960441,3285;371463,115740216;4960243,47255304;256;461
Nord-ovest;ITC1;ITC11;1;1;1001071;1071;1071;1071;C487;Cercenasco;103;PINEROLO;0;13,1597;1774;1857;10710000002;Via XX Settembre,11;381673,6515;4968828,874;381591,39845688;4968630,95753692;244;275
Nord-ovest;ITC1;ITC11;1;1;1001072;1072;1072;1072;C497;Ceres;106;TORINO;0;28,052;1030;1056;10720000003;Piazza Municipio,12;373831,2169;5019190,5553;373749,006916223;5018992,25650759;590;2457
Nord-ovest;ITC1;ITC11;1;1;1001073;1073;1073;1073;C505;Ceresole Reale;104;RIVAROLO CANAVESE;0;99,8163;160;159;10730000001;Via Capoluogo,11;361831,906;5032728,398;361749,780644498;5032529,9941936;1286;3599
Nord-ovest;ITC1;ITC11;1;1;1001074;1074;1074;1074;C564;Cesana Torinese;105;SUSA;0;121,702;956;1007;10740000006;Piazza Vittorio Amedeo,1;326089,2586;4980228,7473;326007,421717348;4980030,72317617;1194;3302
Nord-ovest;ITC1;ITC11;1;1;1001075;1075;1075;1075;C604;Chialamberto;106;TORINO;0;35,4484;362;364;10750000001;Via Roma,2;370523,8929;5024790,2002;370441,705675221;5024591,85846207;793;2918
Nord-ovest;ITC1;ITC11;1;1;1001076;1076;1076;1076;C610;Chianocco;106;TORINO;0;18,6136;1690;1700;10760000001;Frazione Roccaforte,1;356175,7587;5001284,85;356093,686879566;5001086,67933756;415;2650
Nord-ovest;ITC1;ITC11;1;1;1001077;1077;1077;1077;C624;Chiaverano;102;IVREA;0;12,0223;2198;2106;10770000002;Piazza Ombre;414386,5479;5039213,048;414304,03125354;5039014,6109598;228;801
Nord-ovest;ITC1;ITC11;1;1;1001078;1078;1078;1078;C627;Chieri;101;CHIERI;1;54,1984;32868;35962;10780000021;Via Palazzo di Città,10;407186,1106;4985285,5904;407103,660232611;4985087,55604972;243;406
Nord-ovest;ITC1;ITC11;1;1;1001079;1079;1079;1079;C629;Chiesanuova;104;RIVAROLO CANAVESE;0;4,119;199;203;10790000001;Via Cresto,13;394932,051;5030442,1073;394849,680784937;5030243,73081645;441;1417
Nord-ovest;ITC1;ITC11;1;1;1001080;1080;1080;1080;C639;Chiomonte;105;SUSA;0;26,7553;1011;932;10800000002;Via Vescovado,1;341472,4439;4998389,1792;341390,483403351;4998191,02461054;638;2827
Nord-ovest;ITC1;ITC11;1;1;1001081;1081;1081;1081;C655;Chiusa di San Michele;106;TORINO;0;5,9165;1602;1691;10810000002;Piazza Bruno Bauchiero,2;368413,6547;4995791,5599;368331,492975955;4995593,43485316;357;1306
Nord-ovest;ITC1;ITC11;1;1;1001082;1082;1082;1082;C665;Chivasso;106;TORINO;0;51,2385;23648;25914;10820000017;Piazza Generale Carlo Alberto Dalla Chiesa,5;412660,2487;5004697,3699;412577,752666713;5004499,19044941;156;223
Nord-ovest;ITC1;ITC11;1;1;1001083;1083;1083;1083;C679;Ciconio;104;RIVAROLO CANAVESE;0;3,1639;345;371;10830000001;Via Don Oddonino,19;402904,6964;5020592,3306;402822,269403114;5020394,02955167;266;281
Nord-ovest;ITC1;ITC11;1;1;1001084;1084;1084;1084;C711;Cintano;104;RIVAROLO CANAVESE;0;4,9345;244;261;10840000001;Via Cappa,2;397341,8136;5031540,457;397259,425234974;5031342,07296547;514;1428
Nord-ovest;ITC1;ITC11;1;1;1001085;1085;1085;1085;C715;Cinzano;106;TORINO;0;6,1963;331;375;10850000001;Via F. Colla,15;415189,3917;4994145,6565;415106,878996974;4993947,55700821;268;504
Nord-ovest;ITC1;ITC11;1;1;1001086;1086;1086;1086;C722;Ciriè;106;TORINO;0;17,7331;18188;18415;10860000013;Corso Martiri della Libertà,33;390484,1162;5009872,17;390401,784781219;5009673,94601437;300;375
Nord-ovest;ITC1;ITC11;1;1;1001087;1087;1087;1087;C793;Claviere;105;SUSA;0;2,6872;163;192;10870000001;Strada Nazionale,30;322503,2549;4978793,9613;322421,445660176;4978595,94640615;1699;2545
Nord-ovest;ITC1;ITC11;1;1;1001088;1088;1088;1088;C801;Coassolo Torinese;106;TORINO;0;27,8792;1470;1550;10880000003;Via Capoluogo,198;379447,6228;5017706,5417;379365,371447656;5017508,25579186;519;2207
Nord-ovest;ITC1;ITC11;1;1;1001089;1089;1089;1089;C803;Coazze;106;TORINO;0;56,5735;2889;3084;10890000001;Via Giacomo Matteotti,4;365794,2396;4990275,0207;365712,099466109;4990076,936412;573;2702
Nord-ovest;ITC1;ITC11;1;1;1001090;1090;1090;1090;C860;Collegno;106;TORINO;0;18,0996;46641;49083;10900000172;Piazza del Municipio,1;387459,7723;4992742,7215;387377,468459234;4992544,62550364;267;309
Nord-ovest;ITC1;ITC11;1;1;1001091;1091;1091;1091;C867;Colleretto Castelnuovo;104;RIVAROLO CANAVESE;0;6,3322;316;347;10910000001;Via Adolfo Ghella,13;396732,0803;5030812,1415;396649,696577498;5030613,76269369;466;2204
Nord-ovest;ITC1;ITC11;1;1;1001092;1092;1092;1092;C868;Colleretto Giacosa;102;IVREA;0;4,5895;627;603;10920000001;Via Giuseppe Giacosa,23;406216,2907;5031939,3641;406133,836288581;5031740,97929744;233;377
Nord-ovest;ITC1;ITC11;1;1;1001093;1093;1093;1093;C955;Condove;106;TORINO;0;71,1142;4380;4670;10930000005;Piazza Martiri della Libertà,7;367213,4554;4997549,8629;367131,302051058;4997351,72432715;339;2763
Nord-ovest;ITC1;ITC11;1;1;1001094;1094;1094;1094;D008;Corio;106;TORINO;0;41,4921;3163;3330;10940000002;Piazza del Municipio,5;385056,7261;5018938,7945;384974,432581038;5018740,5011331;429;2152
Nord-ovest;ITC1;ITC11;1;1;1001095;1095;1095;1095;D092;Cossano Canavese;102;IVREA;0;3,2384;550;522;10950000001;Via Torino,4;421282,7745;5026781,6686;421200,209410929;5026583,32563965;229;452
Nord-ovest;ITC1;ITC11;1;1;1001096;1096;1096;1096;D197;Cuceglio;104;RIVAROLO CANAVESE;0;6,871;925;997;10960000002;Via Regina Margherita,5;407259,1395;5023705,5612;407176,67940252;5023507,23808323;299;500
Nord-ovest;ITC1;ITC11;1;1;1001097;1097;1097;1097;D202;Cumiana;103;PINEROLO;0;60,7344;6846;7825;10970000001;Piazza Martiri del III Aprile,3;371919,8326;4982522,6509;371837,649004582;4982324,62733826;259;1445
Nord-ovest;ITC1;ITC11;1;1;1001098;1098;1098;1098;D208;Cuorgnè;104;RIVAROLO CANAVESE;0;19,3137;10032;10084;10980000010;Via Giuseppe Garibaldi,9;394323,4798;5027498,424;394241,114855241;5027300,06928276;357;1450
Nord-ovest;ITC1;ITC11;1;1;1001099;1099;1099;1099;D373;Druento;106;TORINO;0;27,5399;8235;8436;10990000001;Via Roma,21;388128,7694;4999101,8351;388046,458657254;4998903,69136178;260;363
Nord-ovest;ITC1;ITC11;1;1;1001100;1100;1100;1100;D433;Exilles;105;SUSA;0;46,5481;284;266;11000000001;Piazza Vittorio Emanuele II,2;337181,6706;4996063,7771;337099,74329522;4995865,63816611;688;3349
Nord-ovest;ITC1;ITC11;1;1;1001101;1101;1101;1101;D520;Favria;104;RIVAROLO CANAVESE;0;14,8502;4324;5230;11010000009;Via Nardo Barberis,6;397278,3807;5020962,0582;397195,995597512;5020763,75298131;255;326
Nord-ovest;ITC1;ITC11;1;1;1001102;1102;1102;1102;D524;Feletto;104;RIVAROLO CANAVESE;0;7,8932;2344;2269;11020000004;Piazza Martiri Felettesi,4;401861,5798;5017849,2447;401779,161270525;5017650,96403483;235;285
Nord-ovest;ITC1;ITC11;1;1;1001103;1103;1103;1103;D532;Fenestrelle;103;PINEROLO;0;49,4098;615;553;11030000002;Via Roma,8;346632,486;4988804,4668;346550,490613757;4988606,38645713;973;3024
Nord-ovest;ITC1;ITC11;1;1;1001104;1104;1104;1104;D562;Fiano;106;TORINO;0;12,0416;2558;2713;11040000001;Piazza XXV Aprile,1;383862,1531;5008445,2946;383779,871580973;5008247,07940514;337;1113
Nord-ovest;ITC1;ITC11;1;1;1001105;1105;1105;1105;D608;Fiorano Canavese;102;IVREA;0;4,3458;868;837;11050000001;Via Guglielmo Marconi,27;408541,8092;5035758,9281;408459,336708467;5035560,51537002;229;400
Nord-ovest;ITC1;ITC11;1;1;1001106;1106;1106;1106;D646;Foglizzo;104;RIVAROLO CANAVESE;0;15,6429;2183;2331;11060000002;Via del Castello,6;407770,9155;5014040,6246;407688,453911973;5013842,37392063;207;270
Nord-ovest;ITC1;ITC11;1;1;1001107;1107;1107;1107;D725;Forno Canavese;104;RIVAROLO CANAVESE;0;16,5005;3716;3612;11070000001;Piazza Vittorio Veneto,1;389373,1699;5022650,4687;389290,843099474;5022452,14880196;369;1949
Nord-ovest;ITC1;ITC11;1;1;1001108;1108;1108;1108;D781;Frassinetto;104;RIVAROLO CANAVESE;0;24,8188;287;272;11080000001;Via Roma,39;391025,3722;5032533,853;390943,030383985;5032335,45982483;633;2750
Nord-ovest;ITC1;ITC11;1;1;1001109;1109;1109;1109;D805;Front;104;RIVAROLO CANAVESE;0;10,9484;1628;1726;11090000002;Via Giovanni Falcone,7;395423,7198;5015070,0135;395341,350060004;5014871,7518519;241;381
Nord-ovest;ITC1;ITC11;1;1;1001110;1110;1110;1110;D812;Frossasco;103;PINEROLO;0;20,1491;2707;2840;11100000001;Via Sergio De Vitis,10;369947,5849;4977097,7254;369865,418048019;4976899,74229551;289;1439
Nord-ovest;ITC1;ITC11;1;1;1001111;1111;1111;1111;D931;Garzigliana;103;PINEROLO;0;7,4019;544;557;11110000001;Piazza Vittorio Veneto,1;371622,8344;4966301,226;371540,658390444;4966103,3255489;299;337
Nord-ovest;ITC1;ITC11;1;1;1001112;1112;1112;1112;D933;Gassino Torinese;106;TORINO;0;20,5112;9015;9536;11120000001;Piazza Antonio Chiesa,3;407671,9133;4997978,7009;407589,456234424;4997780,57084511;173;502
Nord-ovest;ITC1;ITC11;1;1;1001113;1113;1113;1113;D983;Germagnano;106;TORINO;0;14,4444;1294;1256;11130000003;Via Roberto Miglietti,56;379800,1746;5013417,5649;379717,921883171;5013219,31119005;449;1358
Nord-ovest;ITC1;ITC11;1;1;1001114;1114;1114;1114;E009;Giaglione;105;SUSA;0;33,3838;692;653;11140000001;Frazione San Giuseppe,1;343946,5983;5000584,6708;343864,618440291;5000386,50073395;533;3358
Nord-ovest;ITC1;ITC11;1;1;1001115;1115;1115;1115;E020;Giaveno;106;TORINO;0;71,7387;14554;16281;11150000011;Piazza Papa Giovanni XXIII,1;370381,2868;4989439,3003;370299,112548678;4989241,22394371;410;2157
Nord-ovest;ITC1;ITC11;1;1;1001116;1116;1116;1116;E067;Givoletto;106;TORINO;0;12,8201;2188;3640;11160000001;Via Alpignano,2;381932,7158;5001886,2918;381850,450651217;5001688,12534087;299;1275
Nord-ovest;ITC1;ITC11;1;1;1001117;1117;1117;1117;E154;Gravere;105;SUSA;0;18,9873;682;715;11170000001;Via Roma,3;344448,9045;4998819,441;344366,921517868;4998621,28442599;550;2706
Nord-ovest;ITC1;ITC11;1;1;1001118;1118;1118;1118;E199;Groscavallo;106;TORINO;0;92,0949;214;191;11180000001;Corso Roma,9;365572,6426;5025571,2158;365490,491885046;5025372,86657319;936;3668
