RIPARTIZIONE;COD_NUTS2_2010;COD_NUTS3_2010;COD_REG;COD_PRO;COD_ISTAT;PRO_COM;PRO_COM_103;PRO_COM_107;CODICE_CATASTALE;NOME;COD_SLL_2011;NOME_SLL_2011;CAPOL_SLL_2011;SUPERFICIE (in KMQ);POP_2001;POP_2011;SEZ2011;INDIRIZZO;X_ED50_32N;Y_ED50_32N;X_WGS84_32N;Y_WGS84_32N;ALTITUDINE_MINIMA;ALTITUDINE_MASSIMA
Isole;ITG1;ITG19;19;89;19089003;89003;89003;89003;B237;Buccheri;1969;NOTO;0;57,8318;2320;2133;890030000006;Piazza Pietro Toselli;1020010,1746;4125157,8756;1019934,51297926;4124960,85476714;112;986
Isole;ITG1;ITG19;19;89;19089004;89004;89004;89004;B287;Buscemi;1969;NOTO;0;52,0517;1200;1128;890040000001;Corso Vittorio Emanuele;1023291,9999;4120757,9972;1023216,30613855;4120561,00429611;394;981
Isole;ITG1;ITG19;19;89;19089005;89005;89005;89005;B603;Canicattini Bagni;1971;SIRACUSA;0;15,063;7519;7186;890050000002;Via XX Settembre,42;1039455,8457;4116172,8993;1039380,02176866;4115975,91383762;169;485
Isole;ITG1;ITG19;19;89;19089006;89006;89006;89006;B787;Carlentini;1968;LENTINI;0;158,9113;16879;17958;890060000012;Piazza Diaz;1033568,3282;4142680,7392;1033492,59403374;4142483,56330558;0;870
Isole;ITG1;ITG19;19;89;19089007;89007;89007;89007;C006;Cassaro;1967;AUGUSTA;0;19,6158;909;813;890070000002;Via Don Minzoni;1028803,3804604;4123332,41757405;1028727,64939506;4123135,39591014;283;652
Isole;ITG1;ITG19;19;89;19089008;89008;89008;89008;D540;Ferla;1967;AUGUSTA;0;24,898;2760;2600;890080000006;Via Antonio Gramsci,13;1028160,13014882;4124784,97150429;1028084,40630657;4124587,93987922;394;884
Isole;ITG1;ITG19;19;89;19089009;89009;89009;89009;D636;Floridia;1971;SIRACUSA;0;26,4776;20675;22685;890090000012;Via IV Novembre,79;1047235,11913491;4121932,29757855;1047159,24631495;4121735,25490345;73;583
Isole;ITG1;ITG19;19;89;19089010;89010;89010;89010;D768;Francofonte;1968;LENTINI;0;74,2018;12949;12923;890100000003;Piazza Giuseppe Garibaldi,18;1021927,57388982;4136905,44573061;1021851,91736532;4136708,33284736;29;661
Isole;ITG1;ITG19;19;89;19089011;89011;89011;89011;E532;Lentini;1968;LENTINI;1;216,7849;24748;24484;890110000066;Piazza Umberto I;1032137,64233704;4143541,81981896;1032061,92031365;4143344,63985379;11;406
Isole;ITG1;ITG19;19;89;19089012;89012;89012;89012;F107;Melilli;1967;AUGUSTA;0;136,4193;12216;13076;890120000007;Piazza Filippo Crescimanni;1044214,3929;4132491,5948;1044138,56129538;4132294,47744035;0;535
Isole;ITG1;ITG19;19;89;19089013;89013;89013;89013;F943;Noto;1969;NOTO;1;554,9926;23065;23704;890130000001;Via Ruggero Settimo,8;1040915,4982;4100280,4456;1040839,63567723;4100083,57889985;0;717
Isole;ITG1;ITG19;19;89;19089014;89014;89014;89014;G211;Pachino;1970;PACHINO;1;50,9836;21324;22068;890140000011;Via XXV Luglio,6;1044523,78825463;4080919,74203248;1044447,86440362;4080723,01787222;0;71
Isole;ITG1;ITG19;19;89;19089015;89015;89015;89015;G267;Palazzolo Acreide;1969;NOTO;0;87,5356;9109;9091;890150000002;Piazza del Popolo,1;1025204,5346;4118272,5197;1025128,8221962;4118075,54248413;218;771
Isole;ITG1;ITG19;19;89;19089016;89016;89016;89016;H574;Rosolini;1969;NOTO;0;76,4697;20152;21526;890160000001;Via Roma,2;1031311,94222034;4091715,00840176;1031236,13834016;4091518,22389918;65;478
Isole;ITG1;ITG19;19;89;19089017;89017;89017;89017;I754;Siracusa;1971;SIRACUSA;1;207,7786;123657;118385;890170000511;Piazza Duomo,3;1059901,73876549;4120287,79347456;1059825,76738068;4120090,74090633;0;345
Isole;ITG1;ITG19;19;89;19089018;89018;89018;89018;I785;Solarino;1971;SIRACUSA;0;13,0206;7199;7853;890180000001;Piazza del Plebiscito;1044089,5037;4123862,6433;1044013,65804152;4123665,59144129;107;390
Isole;ITG1;ITG19;19;89;19089019;89019;89019;89019;I864;Sortino;1967;AUGUSTA;0;93,331;9092;8907;890190000033;Viale Mario Giardino;1035977,676;4130183,1736;1035901,90241869;4129986,08785413;97;723
Isole;ITG1;ITG19;19;89;19089020;89020;89020;89020;M257;Portopalo di Capo Passero;1970;PACHINO;0;15,091;3500;3749;890200000002;Via Lucio Tasca,31;1048408,51713162;4077513,43153638;1048332,55732603;4077316,72686955;0;53
Isole;ITG1;ITG19;19;89;19089021;89021;89021;89021;M279;Priolo Gargallo;1967;AUGUSTA;0;56,9235;11785;12167;890210000004;Via Nicola Fabrizi;1049824,55524921;4130727,31968514;1049748,67829823;4130530,2058917;0;479
Isole;ITG2;ITG25;20;90;20090003;90003;90003;90003;A192;Alghero;2001;ALGHERO;1;225,3958;38404;40641;900030000353;Via Sant'Anna;443023,238244;4489035,50989;442937,156455;4488849,25896;0;436
Isole;ITG2;ITG25;20;90;20090004;90004;90004;90004;A287;Anela;2003;BONO;0;36,8908;817;673;900040000002;Via Giovanni Pascoli,5;504891,960802;4477175,95265;504805,400347;4476989,7983;240;1158
Isole;ITG2;ITG25;20;90;20090005;90005;90005;90005;A379;Ardara;2005;OZIERI;0;38,1892;847;800;900050000001;Piazza Municipio,1;483954,330382893;4497210,04416744;483867,931;4497023,733;215;483
Isole;ITG2;ITG25;20;90;20090007;90007;90007;90007;A606;Banari;2007;THIESI;0;21,2512;677;610;900070000001;Piazza A. Solinas,1;474484,319957101;4491474,36324263;474397,994;4491288,096;168;583
Isole;ITG2;ITG25;20;90;20090008;90008;90008;90008;A781;Benetutti;2002;BENETUTTI;1;94,4475;2181;1971;900080000003;Corso Cocco Ortu,76;514355,237565228;4478547,72813109;514268,603;4478361,562;248;729
Isole;ITG2;ITG25;20;90;20090010;90010;90010;90010;A827;Bessude;2007;THIESI;0;26,7944;501;428;900100000002;Via Padre Carboni,2;476991,813316;4489657,21782;476905,468775;4489470,96569;275;690
Isole;ITG2;ITG25;20;90;20090011;90011;90011;90011;A976;Bonnanaro;2007;THIESI;0;21,8445;1127;1021;900110000003;Via Giuseppe Garibaldi,4;480300,659670361;4487070,64370094;480214,289;4486884,411;267;668
Isole;ITG2;ITG25;20;90;20090012;90012;90012;90012;A977;Bono;2003;BONO;1;74,5405;3800;3636;900120000006;Corso Angioy,2;502610,679428507;4474218,02110132;502524,136;4474031,889;225;1258
Isole;ITG2;ITG25;20;90;20090013;90013;90013;90013;A978;Bonorva;2007;THIESI;0;149,7463;4106;3669;900130000009;Piazza Santa Maria,17;480448,965658;4474251,54802;480362,595194;4474065,416;316;790
Isole;ITG2;ITG25;20;90;20090015;90015;90015;90015;B064;Borutta;2007;THIESI;0;4,7584;318;285;900150000001;Via della Libertà,11;478379,782738908;4485945,17306115;478293,427;4485758,949;390;730
Isole;ITG2;ITG25;20;90;20090016;90016;90016;90016;B094;Bottidda;2003;BONO;0;33,7149;804;736;900160000001;Via Regina Elena;500678,32741155;4471305,30434945;500591,799;4471119,195;198;1195
Isole;ITG2;ITG25;20;90;20090018;90018;90018;90018;B264;Bultei;2002;BENETUTTI;0;96,8329;1206;1046;900180000002;Via IV Novembre;505299,883271179;4478678,09391096;505213,319;4478491,927;241;1141
Isole;ITG2;ITG25;20;90;20090019;90019;90019;90019;B265;Bulzi;2004;CASTELSARDO;0;21,67;634;552;900190000001;Via Segni,5;485733,914054236;4522088,95888606;485647,5;4521902,456;75;359
Isole;ITG2;ITG25;20;90;20090020;90020;90020;90020;B276;Burgos;2003;BONO;0;18,0772;1068;944;900200000001;Via Guglielmo Marconi,1;499550,587635589;4471299,40530327;499464,068;4471113,296;216;1027
Isole;ITG2;ITG25;20;90;20090022;90022;90022;90022;B772;Cargeghe;2006;SASSARI;0;12,0466;606;644;900220000001;Via Brigata Sassari,1;467635,389175;4502110,33246;467549,115903;4501923,98318;154;511
Isole;ITG2;ITG25;20;90;20090023;90023;90023;90023;C272;Castelsardo;2004;CASTELSARDO;1;43,3443;5410;5737;900230000002;Via Vittorio Emanuele,2;475946,297702632;4529638,63725698;475859,958;4529452,076;0;400
Isole;ITG2;ITG25;20;90;20090024;90024;90024;90024;C600;Cheremule;2007;THIESI;0;24,2505;527;455;900240000001;Piazza Parrocchia;476798,532385064;4484154,60223432;476712,189;4483968,392;245;676
Isole;ITG2;ITG25;20;90;20090025;90025;90025;90025;C613;Chiaramonti;2004;CASTELSARDO;0;98,6131;1915;1735;900250000002;Via Cervi,1;484891,559183882;4511409,26309326;484805,152;4511222,84233;74;638
Isole;ITG2;ITG25;20;90;20090026;90026;90026;90026;C818;Codrongianos;2006;SASSARI;0;30,3912;1281;1346;900260000001;Via Roma,5;473043,629513921;4501039,56142481;472957,314;4500853,22;175;532
Isole;ITG2;ITG25;20;90;20090027;90027;90027;90027;D100;Cossoine;2007;THIESI;0;39,171;982;900;900270000001;Via Vittorio Emanuele,14;475708,3933997;4475869,36877258;475622,059;4475683,223;165;717
Isole;ITG2;ITG25;20;90;20090028;90028;90028;90028;D441;Esporlatu;2003;BONO;0;18,4004;475;412;900280000001;Piazza Dante Alighieri,1;499293,693635487;4470784,97828446;499207,176;4470598,873;214;961
Isole;ITG2;ITG25;20;90;20090029;90029;90029;90029;D637;Florinas;2006;SASSARI;0;36,0613;1574;1547;900290000003;Via Grazia Deledda,2;471822,154021724;4499915,24881997;471735,848;4499728,916;143;520
Isole;ITG2;ITG25;20;90;20090030;90030;90030;90030;E019;Giave;2007;THIESI;0;47,0669;692;586;900300000002;Corso della Repubblica,42 C;478933,808587624;4478144,65031605;478847,449;4477958,487;250;715
Isole;ITG2;ITG25;20;90;20090031;90031;90031;90031;E285;Illorai;2003;BONO;0;57,1913;1121;953;900310000001;Piazza IV Novembre,1;500265,350936;4467283,9392;500178,826409;4467097,86214;168;981
Isole;ITG2;ITG25;20;90;20090032;90032;90032;90032;E376;Ittireddu;2005;OZIERI;0;23,6871;586;580;900320000002;Via San Giacomo,3;491793,010034;4488328,53508;491706,551066;4488142,29389;235;636
Isole;ITG2;ITG25;20;90;20090033;90033;90033;90033;E377;Ittiri;2006;SASSARI;0;111,4595;9050;8868;900330000001;Via San Francesco,1;463600,697100371;4493979,80857211;463514,455;4493793,521;72;635
Isole;ITG2;ITG25;20;90;20090034;90034;90034;90034;E401;Laerru;2004;CASTELSARDO;0;19,8498;1029;945;900340000002;Via Grazia Deledda,10;486253,895908937;4518780,79545983;486167,478;4518594,318;58;450
Isole;ITG2;ITG25;20;90;20090038;90038;90038;90038;E902;Mara;2007;THIESI;0;18,6437;808;682;900380000002;Via A.Mariani,1;469279,121603;4473592,01793;469192,838029;4473405,89031;160;617
Isole;ITG2;ITG25;20;90;20090039;90039;90039;90039;E992;Martis;2004;CASTELSARDO;0;22,9596;630;553;900390000001;Via Trieste,1;483940,96801746;4514416,58898982;483854,568;4514230,145;70;379
Isole;ITG2;ITG25;20;90;20090040;90040;90040;90040;F542;Monteleone Rocca Doria;2001;ALGHERO;0;13,3861;134;117;900400000001;Via Sant'Antonio,1;462782,421430026;4480412,26024506;462696,187;4480226,078;168;421
Isole;ITG2;ITG25;20;90;20090042;90042;90042;90042;F721;Mores;2005;OZIERI;0;94,8562;2074;1945;900420000002;Piazza della Pace,1;486003,319875554;4488942,34298087;485916,905;4488756,096;217;730
Isole;ITG2;ITG25;20;90;20090043;90043;90043;90043;F818;Muros;2006;SASSARI;0;11,2257;754;837;900430000001;Via Brigata Sassari,66;467575,154601073;4503393,27104975;467488,881;4503206,911;125;450
Isole;ITG2;ITG25;20;90;20090044;90044;90044;90044;F975;Nughedu San Nicolò;2005;OZIERI;0;67,8948;1017;874;900440000001;Piazza Guglielmo Marconi;501954,569246757;4489687,11050289;501868,031;4489500,858;292;847
Isole;ITG2;ITG25;20;90;20090045;90045;90045;90045;F976;Nule;2002;BENETUTTI;0;51,9475;1573;1427;900450000001;Via Roma,1;515965,587133;4479118,33769;515878,940756;4478932,1679;325;766
Isole;ITG2;ITG25;20;90;20090046;90046;90046;90046;F977;Nulvi;2004;CASTELSARDO;0;67,376;3007;2851;900460000006;Corso Vittorio Emanuele,60;478533,535574143;4514617,68380822;478447,177;4514431,238;175;627
Isole;ITG2;ITG25;20;90;20090048;90048;90048;90048;G046;Olmedo;2001;ALGHERO;0;33,466;2852;4001;900480000002;Corso J. F. Kennedy,26;447889,759962;4500278,65693;447803,638967;4500092,31959;5;252
Isole;ITG2;ITG25;20;90;20090050;90050;90050;90050;G156;Osilo;2006;SASSARI;0;98,0325;3498;3204;900500000004;Via Sanna Tolu,30;472337,607780809;4510580,26312226;472251,297;4510393,848;71;766
Isole;ITG2;ITG25;20;90;20090051;90051;90051;90051;G178;Ossi;2006;SASSARI;0;30,0903;5735;5876;900510000003;Via Roma,54;465493,414553954;4503095,9299385;465407,157;4502909,572;75;525
Isole;ITG2;ITG25;20;90;20090052;90052;90052;90052;G203;Ozieri;2005;OZIERI;1;252,1318;11334;10881;900520000010;Via Vittorio Veneto;499949,537631;4492873,3865;499863,015557;4492687,11012;164;745
Isole;ITG2;ITG25;20;90;20090053;90053;90053;90053;G225;Padria;2007;THIESI;0;48,3949;836;695;900530000001;Piazza del Comune,1;468724,638832025;4472185,2455399;468638,359;4471999,128;125;414
Isole;ITG2;ITG25;20;90;20090055;90055;90055;90055;G376;Pattada;2005;OZIERI;0;164,8803;3513;3253;900550000003;Via Roma,8;509573,800087707;4492639,22252304;509487,203;4492452,947;221;1093
Isole;ITG2;ITG25;20;90;20090056;90056;90056;90056;G450;Perfugas;2004;CASTELSARDO;0;60,8812;2488;2415;900560000003;Via Mannu,1;490261,254618645;4520105,56151179;490174,806;4519919,074;24;448
Isole;ITG2;ITG25;20;90;20090057;90057;90057;90057;G740;Ploaghe;2006;SASSARI;0;96,2698;4816;4653;900570000003;Piazza San Pietro,1;478896,280636915;4501867,85145226;478809,92;4501681,504;240;719
Isole;ITG2;ITG25;20;90;20090058;90058;90058;90058;G924;Porto Torres;2006;SASSARI;0;104,4137;21064;22391;900580000002;Piazza Umberto I;449604,699988266;4521047,24399648;449518,56233;4520860,746;0;403
Isole;ITG2;ITG25;20;90;20090059;90059;90059;90059;G962;Pozzomaggiore;2007;THIESI;0;78,7726;3011;2717;900590000002;Via Sacerdote Angelo Fadda,10;470943,185100875;4472322,19942965;470856,888;4472136,081;163;665
Isole;ITG2;ITG25;20;90;20090060;90060;90060;90060;H095;Putifigari;2001;ALGHERO;0;53,1011;701;757;900600000001;Piazza Boyl,1;454427,958862022;4490519,84474414;454341,788;4490333,583;19;514
Isole;ITG2;ITG25;20;90;20090061;90061;90061;90061;H507;Romana;2007;THIESI;0;21,5956;619;578;900610000001;Via Roma,50;465045,362111963;4481785,56071807;464959,11;4481599,368;150;476
Isole;ITG2;ITG25;20;90;20090064;90064;90064;90064;I452;Sassari;2006;SASSARI;1;547,0418;120729;123782;900640000007;Piazza del Comune,1;462900,957156776;4508695,92041111;462814,719;4508509,519;0;489
Isole;ITG2;ITG25;20;90;20090065;90065;90065;90065;I565;Sedini;2004;CASTELSARDO;0;40,5063;1461;1378;900650000003;Via La Rampa,20;484674,274962088;4522328,13176361;484587,869;4522141,627;25;463
Isole;ITG2;ITG25;20;90;20090066;90066;90066;90066;I598;Semestene;2007;THIESI;0;39,5834;227;171;900660000001;Piazza Dante Alighieri,16;476844,193294167;4472173,44515385;476757,85026;4471987,32834;325;660
Isole;ITG2;ITG25;20;90;20090067;90067;90067;90067;I614;Sennori;2006;SASSARI;0;31,3401;7365;7375;900670000003;Via Brigata Sassari,13;465938,627107852;4515504,67956486;465852,365;4515318,226;19;431
Isole;ITG2;ITG25;20;90;20090068;90068;90068;90068;I732;Siligo;2007;THIESI;0;43,4493;1012;912;900680000001;Via Vittorio Emanuele,32;476859,232344797;4492050,89656005;476772,888;4491864,625;219;734
Isole;ITG2;ITG25;20;90;20090069;90069;90069;90069;I863;Sorso;2006;SASSARI;0;67,0117;12842;14300;900690000001;Piazza Giuseppe Garibaldi,1;464474,477981521;4516492,12029555;464388,227;4516305,659;0;364
Isole;ITG2;ITG25;20;90;20090071;90071;90071;90071;L158;Thiesi;2007;THIESI;1;63,2454;3165;3005;900710000004;Piazza Caduti In Guerra,2;476417,739546764;4485922,15000114;476331,399;4485735,926;201;728
Isole;ITG2;ITG25;20;90;20090072;90072;90072;90072;L180;Tissi;2006;SASSARI;0;10,2378;1875;2289;900720000001;Via Dante Alighieri,5;463102,95618422;4503374,30631702;463016,717;4503187,946;69;384
Isole;ITG2;ITG25;20;90;20090073;90073;90073;90073;L235;Torralba;2007;THIESI;0;36,5034;1022;998;900730000008;Piazza Monsignore Pola,5;479922,31532;4485050,05371;479835,948366;4484863,83754;300;540
Isole;ITG2;ITG25;20;90;20090075;90075;90075;90075;L464;Tula;2005;OZIERI;0;66,1864;1665;1598;900750000002;Corso Repubblica,43;498962,146613;4509385,61438;498875,632116;4509199,21032;71;701
Isole;ITG2;ITG25;20;90;20090076;90076;90076;90076;L503;Uri;2006;SASSARI;0;56,8072;3050;3016;900760000002;Via Sassari,99;456664,696119666;4498876,77423385;456578,507;4498690,448;36;276
Isole;ITG2;ITG25;20;90;20090077;90077;90077;90077;L509;Usini;2006;SASSARI;0;30,7372;3748;4321;900770000003;Via Risorgimento,70;461251,437208;4501715,16546;461165,213129;4501528,81863;43;287
Isole;ITG2;ITG25;20;90;20090078;90078;90078;90078;L989;Villanova Monteleone;2001;ALGHERO;0;202,6846;2588;2375;900780000002;Via Nazionale,104;455211,836096;4483972,28473;455125,660652;4483786,07481;0;717
Isole;ITG2;ITG25;20;90;20090079;90079;90079;90079;L604;Valledoria;2004;CASTELSARDO;0;25,9543;3713;4091;900790000002;Corso Europa,77;485138,293849831;4530939,01473374;485051,884;4530752,444;0;207
Isole;ITG2;ITG25;20;90;20090082;90082;90082;90082;M259;Viddalba;2004;CASTELSARDO;0;50,4097;1719;1694;900820000002;Via Angioy,5;491208,987095264;4529741,48237687;491122,531;4529554,921;3;911
Isole;ITG2;ITG25;20;90;20090086;90086;90086;90086;M282;Tergu;2004;CASTELSARDO;0;36,8779;570;614;900860000001;Piazza Antononia,1;475849,366899;4523764,99148;475763,028985;4523578,47606;93;508
Isole;ITG2;ITG25;20;90;20090087;90087;90087;90087;M284;Santa Maria Coghinas;2004;CASTELSARDO;0;22,9705;1439;1430;900870000003;Piazza Aldo Moro,2;488555,633775;4528328,5322;488469,198621;4528141,9824;4;376
Isole;ITG2;ITG25;20;90;20090088;90088;90088;90088;M292;Erula;2004;CASTELSARDO;0;39,3121;807;766;900880000001;Via Nazionale,35;495166,826096943;4515781,3541767;495080,34;4515594,9;74;681
Isole;ITG2;ITG25;20;90;20090089;90089;90089;90089;M290;Stintino;2006;SASSARI;0;59,0439;1127;1501;900890000002;Via Torre Falcone;434953,947581915;4532237,57998769;434867,92;4532050,994;0;189
Isole;ITG2;ITG26;20;91;20091001;91001;91001;91001;A407;Aritzo;2009;DESULO;0;75,5765;1544;1328;910010000003;Via Umberto,43;516993,608178;4423453,89807;516906,951282;4423268,16615;424;1459
Isole;ITG2;ITG26;20;91;20091003;91003;91003;91003;A492;Atzara;2015;SORGONO;0;35,9224;1310;1210;910030000002;Via Vittorio Emanuele,27;506599,919626;4427021,57852;506513,345024;4426835,81861;217;786
Isole;ITG2;ITG26;20;91;20091004;91004;91004;91004;A503;Austis;2015;SORGONO;0;50,8089;959;876;910040000016;Corso Vittorio Emanuele;507633,107263349;4435832,30859014;507546,524;4435646,478;129;951
Isole;ITG2;ITG26;20;91;20091007;91007;91007;91007;A776;Belvì;2009;DESULO;0;18,1025;741;665;910070000001;Viale J. F. Kennedy,23;515808,736407;4423718,6038;515722,088897;4423532,86983;410;1035
Isole;ITG2;ITG26;20;91;20091008;91008;91008;91008;A880;Birori;2011;MACOMER;0;17,3278;591;561;910080000001;Via IV Novembre,4;484398,361009;4457489,16224;484311,960549;4457303,16162;321;782
Isole;ITG2;ITG26;20;91;20091009;91009;91009;91009;A895;Bitti;2008;BITTI;1;215,3712;3481;3019;910090000001;Piazza Giorgio Asproni,47;532423,150626291;4480742,70835568;532336,376;4480556,524;72;1018
Isole;ITG2;ITG26;20;91;20091010;91010;91010;91010;A948;Bolotana;2011;MACOMER;0;108,4363;3276;2846;910100000005;Piazza del Popolo,2;496594,527568055;4464334,86084371;496508,031;4464148,806;147;1200
Isole;ITG2;ITG26;20;91;20091011;91011;91011;91011;B056;Borore;2011;MACOMER;0;42,6762;2352;2190;910110000003;Via Roma,76;483350,486998391;4451870,74908351;483264,09433;4451684,79167;334;738
Isole;ITG2;ITG26;20;91;20091012;91012;91012;91012;B062;Bortigali;2011;MACOMER;0;67,3281;1543;1417;910120000001;Via Umberto I,16;486211,243996;4459361,89474;486124,82929;4459175,87949;324;1030
Isole;ITG2;ITG26;20;91;20091016;91016;91016;91016;D287;Desulo;2009;DESULO;1;74,499;2887;2465;910160000002;Via Lamarmora,73;519605,748727;4429213,95572;519519,07147;4429028,17796;558;1828
Isole;ITG2;ITG26;20;91;20091017;91017;91017;91017;D345;Dorgali;2012;NUORO;0;226,5363;8190;8524;910170000004;Corso Umberto,37;550076,398094;4460217,88306;549989,484431;4460031,85799;0;1063
Isole;ITG2;ITG26;20;91;20091018;91018;91018;91018;D376;Dualchi;2011;MACOMER;0;23,4102;764;668;910180000001;Via Parini,1;491598,671352638;4453517,90605505;491512,214;4453331,936;167;358
Isole;ITG2;ITG26;20;91;20091024;91024;91024;91024;D665;Fonni;2010;FONNI;1;112,2679;4371;4062;910240000001;Via San Pietro,4;521594,708928533;4441295,66630424;521508,016;4441109,792;660;1699
Isole;ITG2;ITG26;20;91;20091025;91025;91025;91025;D842;Gadoni;2009;DESULO;0;43,4352;990;886;910250000001;Via Santa Maria,1;515735,310838478;4418270,60553339;515648,663;4418084,914;295;1165
Isole;ITG2;ITG26;20;91;20091027;91027;91027;91027;D888;Galtellì;2013;OROSEI;0;56,5309;2344;2472;910270000001;Piazza Parrocchia;552431,22718384;4471038,99693974;552344,296;4470852,886;6;805
Isole;ITG2;ITG26;20;91;20091028;91028;91028;91028;D947;Gavoi;2012;NUORO;0;38,0593;3011;2790;910280000003;Via Mannu;516691,404096;4445586,80227;516604,750587;4445400,89523;487;1116
Isole;ITG2;ITG26;20;91;20091033;91033;91033;91033;E323;Irgoli;2013;OROSEI;0;75,2999;2294;2345;910330000003;Via Roma,2;553585,972806575;4473565,90083599;553499,033;4473379,77;6;862
Isole;ITG2;ITG26;20;91;20091038;91038;91038;91038;E517;Lei;2011;MACOMER;0;19,1149;645;566;910380000001;Piazza John F. Kennedy,1;493308,092891289;4462079,48421966;493221,622;4461893,447;178;1137
Isole;ITG2;ITG26;20;91;20091040;91040;91040;91040;E646;Loculi;2013;OROSEI;0;38,15;523;515;910400000001;Via Benedetto Cairoli,14;551935,243985;4473268,92975;551848,317621;4473082,8023;9;656
Isole;ITG2;ITG26;20;91;20091041;91041;91041;91041;E647;Lodè;2014;SINISCOLA;0;123,4456;2212;1894;910410000001;Via S'Iscala;545744,48636267;4493717,63754516;545657,61;4493531,351;35;1051
Isole;ITG2;ITG26;20;91;20091043;91043;91043;91043;E736;Lula;2008;BITTI;0;148,7169;1657;1495;910430000001;Via dei Mille,11;541203,829775222;4480367,14029374;541116,987;4480180,958;50;1127
Isole;ITG2;ITG26;20;91;20091044;91044;91044;91044;E788;Macomer;2011;MACOMER;1;122,7652;11116;10511;910440000001;Corso Umberto I,5;481592,834202591;4457384,43379064;481506,455;4457198,433;388;808
Isole;ITG2;ITG26;20;91;20091046;91046;91046;91046;E874;Mamoiada;2012;NUORO;0;48,8302;2580;2559;910460000003;Corso Vittorio Emanuele III,50;524247,710102333;4451777,05405498;524160,997;4451591,097;398;1048
Isole;ITG2;ITG26;20;91;20091047;91047;91047;91047;F073;Meana Sardo;2015;SORGONO;0;73,8049;2060;1913;910470000019;Piazza IV Novembre,2;505969,697381284;4422130,67394166;505883,127;4421944,952;175;1083
Isole;ITG2;ITG26;20;91;20091050;91050;91050;91050;F933;Noragugume;2011;MACOMER;0;26,7321;378;338;910500000001;Piazza IV Novembre,1;493277,404485275;4452891,98609988;493190,934;4452706,021;141;310
Isole;ITG2;ITG26;20;91;20091051;91051;91051;91051;F979;Nuoro;2012;NUORO;1;192,062;36678;36674;910510000459;Via Dante Alighieri,44;528147,399737515;4463867,35822241;528060,657;4463681,306;95;954
Isole;ITG2;ITG26;20;91;20091055;91055;91055;91055;G031;Oliena;2012;NUORO;0;165,74;7604;7355;910550000009;Via Vittorio Emanuele;534600,916565;4458137,10773;534514,123604;4457951,10074;95;1463
Isole;ITG2;ITG26;20;91;20091056;91056;91056;91056;G044;Ollolai;2012;NUORO;0;27,2376;1579;1373;910560000001;Via Giuseppe Mazzini,1;515517,620917129;4446737,60291892;515430,976;4446551,686;287;1117
Isole;ITG2;ITG26;20;91;20091057;91057;91057;91057;G058;Olzai;2012;NUORO;0;69,822;1046;903;910570000001;Corso Vittorio Emanuele;512760,948230292;4448248,49671585;512674,325;4448062,568;118;921
Isole;ITG2;ITG26;20;91;20091058;91058;91058;91058;G064;Onanì;2008;BITTI;0;71,9711;473;430;910580000001;Via Roma,27;537451,800524795;4481801,45606688;537364,987;4481615,263;125;941
Isole;ITG2;ITG26;20;91;20091059;91059;91059;91059;G070;Onifai;2013;OROSEI;0;43,185;766;742;910590000002;Via Municipio,17;555352,179572813;4473343,42035665;555265,226;4473157,291;8;687
Isole;ITG2;ITG26;20;91;20091060;91060;91060;91060;G071;Oniferi;2012;NUORO;0;35,6739;959;925;910600000001;Piazza del Popolo,1;514561,770966523;4458167,2897573;514475,134;4457981,283;235;696
Isole;ITG2;ITG26;20;91;20091061;91061;91061;91061;G084;Orani;2012;NUORO;0;130,4339;3152;3007;910610000002;Piazza Italia,7;515178,850636;4455713,69388;515092,209415;4455527,70722;155;1081
Isole;ITG2;ITG26;20;91;20091062;91062;91062;91062;G097;Orgosolo;2012;NUORO;0;222,5992;4538;4347;910620000004;Via Sas Codinas;530342,191930272;4450792,35475492;530255,431;4450606,405;235;1433
Isole;ITG2;ITG26;20;91;20091063;91063;91063;91063;G119;Orosei;2013;OROSEI;1;90,9971;5870;6794;910630000006;Via Santa Veronica;559264,245494059;4470198,90939698;559177,261;4470012,804;0;677
Isole;ITG2;ITG26;20;91;20091064;91064;91064;91064;G120;Orotelli;2012;NUORO;0;61,1775;2314;2152;910640000002;Corso Vittorio Emanuele III,74;509628,21012;4461559,84537;509541,612479;4461373,81301;169;673
Isole;ITG2;ITG26;20;91;20091066;91066;91066;91066;G146;Ortueri;2015;SORGONO;0;38,8342;1435;1262;910660000001;Via Cavallotti,12;498848,10804667;4431947,7477729;498761,594;4431761,948;319;751
Isole;ITG2;ITG26;20;91;20091067;91067;91067;91067;G147;Orune;2012;NUORO;0;128,4482;3021;2561;910670000007;Piazza Remigio Gattu,4;531459,844100939;4473087,27358443;531373,07633;4472901,149;96;914
Isole;ITG2;ITG26;20;91;20091068;91068;91068;91068;G154;Osidda;2002;BENETUTTI;0;25,6763;266;230;910680000001;Piazza Municipio;518619,238285224;4486145,00044368;518532,571;4485958,775;425;716
Isole;ITG2;ITG26;20;91;20091070;91070;91070;91070;G191;Ottana;2011;MACOMER;0;45,0715;2526;2384;910700000002;Via della Libertà,66;503952,329073398;4454026,53397605;503865,775;4453840,56;143;551
Isole;ITG2;ITG26;20;91;20091071;91071;91071;91071;G201;Ovodda;2015;SORGONO;0;40,848;1732;1627;910710000001;Via Sassari,4;513807,352797156;4438631,59689526;513720,721;4438445,744;337;1266
